,Unnamed: 0,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index,this_next_EPS,recomend_rating
2892,2892,1,122,40410000000.0,0,879250,23.6,444.5,4.1,1,1986,5,4.25,4.75,1,1,468.1,8.35
2893,2893,1,17,354040000.0,0,133590,1.7,372.6,4.0,0,2018,4,0.0,5.0,0,1,374.3,4.0
2894,2894,1,13,6300000000.0,0,886210,35.0,444.5,3.6,4,1888,0,3.95,3.25,0,2,479.5,7.550000000000001
2895,2895,1,61,5990000000.0,0,323790,4.9,5.74,3.9,1,1980,3,3.95,4.8,0,2,10.64,7.85
2896,2896,0,37,133000000000.0,0,1250000,324.8,16.22,3.9,1,1973,3,4.1,4.5,0,1,341.02,8.0
2897,2897,1,140,65080000000.0,0,3930000,-34.9,352.5,4.3,1,1945,3,4.5,4.6,1,2,317.6,8.8
2898,2898,0,70,3260000000.0,0,592210,-224.6,19.44,3.8,3,1996,4,2.95,5.0,0,2,-205.16,6.75
2899,2899,1,85,422780000.0,0,309220,-158.9,390.2,3.2,6,2014,4,2.3,5.0,0,2,231.29999999999998,5.5
2900,2900,0,123,563450000.0,1,2390000,-125.7,109.79,2.5,2,1996,0,1.6,1.55,0,2,-15.909999999999997,4.1
2901,2901,1,92,6490000000.0,1,383970,-28.9,5.71,3.9,1,1899,7,3.65,4.35,0,2,-23.189999999999998,7.55
2902,2902,1,26,40220000.0,1,2740000,53.4,34.3,3.6,5,1999,8,2.9,3.65,0,1,87.69999999999999,6.5
2903,2903,1,31,4010000000.0,0,2520000,-298.9,465.0,4.2,2,2002,10,4.1,4.85,0,1,166.10000000000002,8.3
2904,2904,0,31,118000000000.0,0,771080,103.1,444.5,4.1,1,1946,3,4.1,4.6,0,2,547.6,8.2
2905,2905,0,122,651620000.0,1,36800000,106.8,0.0,3.6,1,1985,0,3.6,4.45,0,2,106.8,7.2
2906,2906,1,124,728450000.0,0,88690,-473.5,68.58,3.3,1,1929,4,3.0,3.65,0,1,-404.92,6.3
2907,2907,1,59,3480000000.0,0,274800,150.3,30.3,3.4,1,1906,5,3.1,3.75,0,2,180.60000000000002,6.5
2908,2908,0,117,26020000.0,0,3400000,36.5,2100.24,5.0,6,1988,4,5.0,5.0,0,1,2136.74,10.0
2909,2909,1,1,8940000000.0,0,19790000,-166.0,48.2,3.2,5,2004,4,2.6,1.9,0,2,-117.8,5.800000000000001
2910,2910,1,13,419670000.0,1,19190,44.2,373.3,4.0,1,1837,3,3.95,4.1,0,1,417.5,7.95
2911,2911,1,105,41270000000.0,1,2690000,-47.3,8.44,3.2,4,1993,7,2.65,2.55,1,2,-38.86,5.85
2912,2912,1,49,92740000000.0,1,1310000,12.4,471.95,4.5,0,1996,4,2.45,5.0,1,2,484.34999999999997,6.95
2913,2913,1,141,931180000.0,0,368260,12.0,30.3,3.2,2,1996,0,2.05,2.6,0,2,42.3,5.25
2914,2914,0,123,172110000.0,0,840570,65.8,0.0,3.4,1,1980,0,3.45,4.45,0,1,65.8,6.85
2915,2915,1,122,21090000000.0,0,2300000,-156.5,465.0,4.2,4,2003,0,4.0,4.7,0,1,308.5,8.2
2916,2916,0,121,1480000000.0,0,124540,25.0,13.18,3.7,2,1982,4,3.75,4.65,0,1,38.18,7.45
2917,2917,0,66,1580000000.0,0,504170,-29.0,0.0,3.0,0,1996,4,5.0,5.0,0,2,-29.0,8.0
2918,2918,1,130,201240000.0,0,133960,-312.1,0.0,3.4,5,1984,4,3.3,3.95,0,1,-312.1,6.699999999999999
2919,2919,0,70,47790000000.0,0,1480000,-201.3,501.26,4.2,4,2006,4,4.3,4.75,0,2,299.96,8.5
2920,2920,1,17,680420000.0,0,2600000,-12.5,47.7,2.9,6,1987,4,2.0,4.2,0,1,35.2,4.9
2921,2921,1,1,5090000000.0,0,2000000,-265.7,104.6,3.7,1,2005,7,3.35,4.15,0,2,-161.1,7.050000000000001
2922,2922,1,17,445670000.0,0,154710,5.0,444.5,5.0,6,2013,8,5.0,5.0,0,1,449.5,10.0
2923,2923,1,122,3450000000.0,0,141230,34.2,360.18699999999995,4.3,2,1982,4,4.55,4.85,0,1,394.38699999999994,8.85
2924,2924,1,121,4730000000.0,0,502930,48.6,382.4,4.8,5,2010,9,4.75,4.9,0,1,431.0,9.55
2925,2925,1,50,678190000.0,0,291440,-30.0,8.29,3.3,1,1996,7,2.55,3.45,0,1,-21.71,5.85
2926,2926,1,72,775790000.0,0,596590,343.5,-18.75,3.3,2,1996,10,3.05,2.9,0,1,324.75,6.35
2927,2927,1,123,4470000000.0,0,4090000,136.7,124.05,3.7,4,1985,5,3.6,3.75,0,1,260.75,7.300000000000001
2928,2928,1,126,2610000000.0,1,164060,31.4,10.22,3.9,4,1912,0,3.85,4.05,0,2,41.62,7.75
2929,2929,1,122,107000000000.0,0,10160000,-45.1,382.4,4.3,4,2009,0,4.3,4.7,0,2,337.29999999999995,8.6
2930,2930,0,23,11760000000.0,0,1280000,-40.8,40.39,3.9,2,1996,0,3.45,2.95,0,2,-0.4099999999999966,7.35
2931,2931,0,119,205190000.0,0,295200,-25.4,595.21,4.1,3,1996,6,4.45,4.65,0,2,569.8100000000001,8.55
2932,2932,1,122,8390000000.0,1,926000,2.4,0.0,3.9,2,2003,4,3.6,4.05,0,2,2.4,7.5
2933,2933,1,17,375030000.0,1,160250,52.0,30.3,3.2,6,2013,11,2.5,2.4,0,2,82.3,5.7
2934,2934,1,141,3700000000.0,0,267710,-59.2,-0.25,3.3,2,1857,0,2.95,2.45,0,2,-59.45,6.25
2935,2935,1,0,126550000.0,0,714220,26.3,156.0,3.5,6,2010,2,3.25,2.55,0,1,182.3,6.75
2936,2936,1,98,5490000000.0,0,741980,-91.7,17.71,3.6,6,1996,10,3.1,5.0,0,2,-73.99000000000001,6.7
2937,2937,1,13,1150000000.0,1,70110,12.0,30.3,3.9,2,1962,4,3.45,4.55,0,1,42.3,7.35
2938,2938,1,144,6420000000.0,1,357870,70.8,8.03,3.5,1,1989,5,3.25,3.85,0,1,78.83,6.75
2939,2939,1,35,707560000.0,1,47730,-85.2,270.45,3.2,3,1979,9,1.8,2.4,0,1,185.25,5.0
2940,2940,1,138,40960000000.0,1,1600000,9.2,5.04,3.6,1,1998,3,3.35,3.6,1,2,14.239999999999998,6.95
2941,2941,1,121,110970000.0,0,365510,2.7,0.0,3.4,2,1999,4,3.15,4.05,0,1,2.7,6.55
2942,2942,1,105,786720000.0,1,339080,-62.6,0.0,3.3,6,1996,4,2.65,5.0,0,2,-62.6,5.949999999999999
2943,2943,1,78,155580000.0,0,1740000,26.4,-649.6,5.0,2,1996,4,5.0,5.0,0,1,-623.2,10.0
2944,2944,1,11,812990000.0,0,121540,-113.8,104.68,3.6,4,1965,10,3.9,3.75,0,2,-9.11999999999999,7.5
2945,2945,1,88,693870000.0,0,42300,1.1,100.64,3.4,5,1870,5,3.05,4.8,0,2,101.74,6.449999999999999
2946,2946,1,17,2430000000.0,0,7300000,41.0,5.53,3.7,3,2006,6,3.75,3.55,0,1,46.53,7.45
2947,2947,1,17,6390000000.0,1,1190000,26.8,44.5,3.5,6,1996,8,3.65,4.9,0,1,71.3,7.15
2948,2948,1,17,222100000.0,1,20450,74.6,436.6,4.0,6,1996,4,5.0,5.0,0,1,511.20000000000005,9.0
2949,2949,1,17,1000000000.0,0,326960,80.65,246.0,4.0,6,2012,1,5.0,5.0,0,1,326.65,9.0
2950,2950,1,124,286310000.0,0,63680,-151.0,390.2,3.2,1,1987,4,2.8,2.95,0,2,239.2,6.0
2951,2951,1,78,68090000.0,0,46600,-297.2,154.5,3.2,0,1996,2,1.9,5.0,0,1,-142.7,5.1
2952,2952,1,13,5700000000.0,1,317550,102.5,308.9,4.0,2,1933,4,4.2,4.95,0,1,411.4,8.2
2953,2953,0,54,3550000000.0,0,1760000,73.7,444.5,4.3,5,1996,4,5.0,5.0,0,1,518.2,9.3
2954,2954,1,121,485380000.0,1,47990,-31.2,161.54,3.4,6,1996,6,2.7,4.5,0,1,130.34,6.1
2955,2955,1,70,3360000000.0,1,274480,249.2,11.36,3.3,2,2003,10,2.75,3.15,0,2,260.56,6.05
2956,2956,1,27,1370000000.0,1,1340000,4.0,137.5,3.7,2,1988,10,3.55,4.9,0,1,141.5,7.25
2957,2957,1,116,8970000000.0,1,964950,-43.2,18.61,3.5,1,1916,5,2.95,4.05,0,2,-24.590000000000003,6.45
2958,2958,1,80,6690000000.0,1,517880,-58.8,213.08,3.4,3,1982,9,3.35,3.4,0,1,154.28000000000003,6.75
2959,2959,1,128,23990000.0,0,1700000,-193.2,-90.0,2.4,2,2011,4,1.7,1.7,0,1,-283.2,4.1
2960,2960,1,101,6070000000.0,1,1040000,278.2,5.47,3.7,6,1996,4,4.25,4.25,0,2,283.67,7.95
2961,2961,1,98,1450000000.0,1,690060,120.0,123.6,4.4,6,1993,4,4.45,5.0,0,2,243.6,8.850000000000001
2962,2962,1,73,3620000000.0,1,4650000,-65.0,67.93,3.8,4,1995,0,3.65,4.0,0,1,2.930000000000007,7.449999999999999
2963,2963,1,13,1210000000.0,0,126700,81.0,100.64,3.9,2,1983,4,4.2,4.9,0,1,181.64,8.1
2964,2964,1,65,1490000000.0,1,161140,88.0,100.64,3.8,4,1893,4,3.85,4.95,0,2,188.64,7.65
2965,2965,1,69,132360000.0,1,214080,89.3,0.0,3.2,2,1986,4,1.55,2.8,0,1,89.3,4.75
2966,2966,0,80,16970000000.0,1,754120,-2.8,12.72,3.8,1,1987,5,3.9,4.55,1,2,9.920000000000002,7.699999999999999
2967,2967,1,8,3210000000.0,1,369550,143.4,398.12,4.1,3,2007,4,3.6,3.4,0,1,541.52,7.699999999999999
2968,2968,1,65,731070000.0,1,41700,-85.1,252.04,3.7,1,1922,3,3.15,3.55,0,1,166.94,6.85
2969,2969,1,35,447370000.0,0,435570,7.8,31.5,3.8,3,2003,9,3.5,5.0,0,1,39.3,7.3
2970,2970,0,91,1330000000.0,0,929410,-157.1,127.66,3.3,2,1996,0,2.2,5.0,0,1,-29.439999999999998,5.5
2971,2971,1,115,327500000.0,0,308140,-163.1,68.12,3.3,3,1996,4,1.25,0.85,0,1,-94.97999999999999,4.55
2972,2972,1,13,4560000000.0,0,3270000,-44.9,6.83,3.0,2,1966,3,2.35,3.65,0,2,-38.07,5.35
2973,2973,1,129,12090000000.0,0,2540000,14.5,436.6,4.2,4,1993,7,4.45,4.95,0,1,451.1,8.65
2974,2974,0,119,32430000000.0,0,1940000,5.7,12.76,3.9,1,1987,7,3.9,4.6,0,2,18.46,7.8
2975,2975,0,44,4790000000.0,1,56860,-18.5,13.44,3.8,1,1954,0,3.6,4.35,0,2,-5.0600000000000005,7.4
2976,2976,0,87,1260000000.0,1,976330,271.6,436.6,4.5,0,1996,6,4.8,5.0,0,2,708.2,9.3
2977,2977,1,17,1460000000.0,1,193930,46.1,297.6,5.0,2,1996,4,5.0,5.0,0,1,343.70000000000005,10.0
2978,2978,1,94,308440000.0,1,1150000,91.1,0.0,3.8,2,2004,4,3.55,3.9,0,2,91.1,7.35
2979,2979,1,98,9430000000.0,1,1360000,130.25,759.5,5.0,0,1996,1,5.0,5.0,0,2,889.75,10.0
2980,2980,1,39,1900000000.0,0,197680,2.8,290.3,4.0,4,2018,4,4.2,3.9,0,1,293.1,8.2
2981,2981,1,44,631680000.0,1,244540,-2.0,-10.9,2.8,2,1991,10,2.55,3.6,0,1,-12.9,5.35
2982,2982,1,56,75730000.0,1,187780,-168.1,17.6,3.5,6,2001,4,3.45,3.25,0,1,-150.5,6.95
2983,2983,1,17,930460000.0,0,484110,59.4,595.21,4.1,6,2003,4,3.65,5.0,0,1,654.61,7.75
2984,2984,1,11,179370000.0,1,23950,57.0,0.98,3.5,2,1995,4,3.4,3.05,0,1,57.98,6.9
2985,2985,1,8,27390000000.0,0,2300000,17.6,13.97,3.4,1,1792,3,2.95,3.8,1,2,31.57,6.35
2986,2986,1,102,7210000000.0,1,1920000,-35.4,4.05,3.8,3,2009,10,4.35,5.0,0,2,-31.349999999999998,8.149999999999999
2987,2987,0,27,19660000000.0,0,3400000,-46.3,35.78,3.8,1,1979,3,3.55,4.1,1,1,-10.519999999999996,7.35
2988,2988,1,80,717680000.0,1,417810,-15.4,8.3,3.3,6,1990,6,2.45,4.4,0,0,-7.1,5.75
2989,2989,1,16,42420000000.0,1,1040000,1.4,16.51,3.8,4,1945,7,3.6,4.25,1,2,17.91,7.4
2990,2990,0,86,35130000000.0,1,6600000,-252.4,17.52,3.8,1,1967,3,3.75,3.7,0,2,-234.88,7.55
2991,2991,1,104,19290000000.0,0,480220,-25.1,21.04,3.5,2,1975,0,3.7,4.2,0,2,-4.060000000000002,7.2
2992,2992,1,19,3770000000.0,0,1180000,129.6,21.07,3.9,2,2009,0,3.85,5.0,0,2,150.67,7.75
2993,2993,1,122,2310000000.0,0,1570000,-76.2,7.5,3.7,5,2010,4,3.5,4.3,0,1,-68.7,7.2
2994,2994,1,59,28070000.0,0,83190,73.8,0.0,3.2,3,1985,4,2.15,3.55,0,1,73.8,5.35
2995,2995,1,88,3040000000.0,1,415450,-42.7,-16.62,3.3,2,1996,4,0.0,5.0,0,2,-59.32000000000001,3.3
2996,2996,1,123,256990000.0,0,3030000,-50.5,85.7,1.0,6,1996,4,0.0,5.0,0,1,35.2,1.0
2997,2997,1,11,218620000.0,0,250210,-112.1,130.0,3.8,2,1957,10,4.05,5.0,0,2,17.900000000000006,7.85
2998,2998,1,38,1740000000.0,0,514250,12.6,25.73,3.2,3,1996,4,3.1,4.45,0,1,38.33,6.300000000000001
2999,2999,1,17,322080000.0,1,1520000,179.1,360.18699999999995,5.0,6,2014,4,5.0,5.0,0,1,539.2869999999999,10.0
3000,3000,1,13,155990000.0,0,14760,-18.9,0.0,2.1,6,1990,6,0.0,5.0,0,1,-18.9,2.1
3001,3001,0,120,1040000000.0,0,1150000,-33.0,15.51,2.5,2,1996,4,5.0,5.0,0,0,-17.490000000000002,7.5
3002,3002,1,40,21650000.0,0,4670,-95.9,0.0,2.1,3,1959,6,1.0,1.1,0,0,-95.9,3.1
3003,3003,1,78,6380000000.0,0,424810,7.1,109.2,3.9,6,2012,4,3.75,4.6,0,1,116.3,7.65
3004,3004,1,1,1230000000.0,1,1520000,435.25,38.78,3.4,2,1852,10,2.75,0.0,0,1,474.03,6.15
3005,3005,1,122,5370000000.0,1,930010,742.3,11.39,3.7,2,1999,10,3.35,4.6,0,2,753.6899999999999,7.050000000000001
3006,3006,1,20,3510000000.0,1,774130,114.3,424.6,4.3,2,1972,5,4.45,4.9,0,1,538.9,8.75
3007,3007,0,26,565990000.0,0,202630,6.6,115.7,3.5,2,1993,10,3.1,3.4,0,1,122.3,6.6
3008,3008,1,134,31580000000.0,0,1150000,22.3,8.97,3.7,1,1843,3,3.45,4.0,1,2,31.270000000000003,7.15
3009,3009,1,119,27510000000.0,1,1830000,-2.9,5.18,3.7,4,1962,5,3.65,3.9,1,1,2.28,7.35
3010,3010,1,93,1210000000.0,1,144330,-1.7,18.02,3.4,2,1995,0,3.5,4.4,0,2,16.32,6.9
3011,3011,1,84,3280000000.0,1,14520000,425.1,38.78,3.2,2,1929,5,1.85,0.25,0,2,463.88,5.050000000000001
3012,3012,1,17,4020000000.0,1,266060,10.5,150.48,5.0,6,1996,4,5.0,5.0,0,1,160.98,10.0
3013,3013,1,141,3630000000.0,0,446460,5.2,2.74,3.9,2,1931,5,3.75,4.15,0,2,7.94,7.65
3014,3014,1,25,571110000.0,0,973690,102.2,4.3,3.9,2,1996,0,3.2,3.2,0,2,106.5,7.1
3015,3015,1,126,1120000000.0,0,44860,-15.6,9.2,3.6,4,1955,0,2.85,4.05,0,2,-6.4,6.45
3016,3016,1,125,3650000000.0,1,224500,33.3,382.4,4.1,2,1882,0,4.2,4.4,0,2,415.7,8.3
3017,3017,1,13,1160000000.0,0,52960,10.6,38.78,3.6,3,1904,4,3.15,4.05,0,1,49.38,6.75
3018,3018,1,17,222780000.0,1,507960,2.7,14.4,3.4,0,1996,1,2.8,3.75,0,1,17.1,6.199999999999999
3019,3019,1,33,26630000000.0,1,6050000,59.2,382.4,4.1,1,2014,3,4.05,4.85,1,2,441.59999999999997,8.149999999999999
3020,3020,1,61,2110000000.0,0,116560,-9.1,11.17,3.4,1,1977,5,3.1,3.9,0,1,2.0700000000000003,6.5
3021,3021,1,127,410540000.0,1,125000,-131.7,234.05,3.0,1,1972,7,1.9,3.45,0,1,102.35000000000002,4.9
3022,3022,0,139,2560000000.0,1,210510,-764.9,177.8,2.6,2,1911,0,1.75,5.0,0,2,-587.0999999999999,4.35
3023,3023,1,115,358740000.0,0,322150,24.4,15.38,3.4,1,1962,5,2.65,3.45,0,1,39.78,6.05
3024,3024,1,27,119730000.0,0,15840,-34.7,91.8,2.6,6,1996,9,1.85,1.1,0,1,57.099999999999994,4.45
3025,3025,0,38,52180000000.0,1,2430000,507.7,38.78,3.9,1,1781,3,4.0,4.55,0,2,546.48,7.9
3026,3026,0,39,15340000000.0,0,11060000,-2.5,99.59,3.1,1,2003,4,2.0,3.2,0,2,97.09,5.1
3027,3027,1,84,1350000000.0,0,618550,-737.5,444.5,4.3,6,1996,4,4.1,5.0,0,2,-293.0,8.399999999999999
3028,3028,1,14,11920000000.0,0,2130000,-492.8,8.62,3.7,1,1774,5,3.15,3.4,1,2,-484.18,6.85
3029,3029,0,38,2790000000.0,0,25850,-259.3,14.25,2.4,2,1950,5,1.05,1.1,0,2,-245.05,3.45
3030,3030,1,115,295000000.0,0,312930,21.0,300.0,3.3,1,1960,10,3.0,3.15,0,1,321.0,6.3
3031,3031,0,1,52850000.0,1,27780,-345.3,0.0,3.0,5,1996,4,1.75,4.05,0,1,-345.3,4.75
3032,3032,1,126,42370000.0,0,5340,-19.3,0.0,2.5,6,1996,6,0.85,5.0,0,1,-19.3,3.35
3033,3033,1,13,1300000000.0,0,822080,54.3,15.19,3.4,5,1999,4,2.85,4.1,0,1,69.49,6.25
3034,3034,1,128,988320000.0,1,190100,-348.8,22.07,3.6,4,1989,5,3.2,3.75,0,2,-326.73,6.800000000000001
3035,3035,1,17,1400000000.0,1,1100000,63.8,334.8,4.0,6,2011,11,3.3,4.0,0,1,398.6,7.3
3036,3036,1,13,1790000000.0,0,161420,12.7,-7.14,3.7,6,1996,4,5.0,5.0,0,1,5.56,8.7
3037,3037,1,134,62570000.0,0,3080000,-67.0,20.0,1.7,6,1996,4,0.85,5.0,0,1,-47.0,2.55
3038,3038,0,17,1130000000.0,1,283930,-4.9,32.8,3.3,3,1996,8,3.1,3.85,0,1,27.9,6.4
3039,3039,1,13,3110000000.0,0,1080000,81.24,38.78,3.1,2,1998,4,2.0,1.0,0,1,120.02,5.1
3040,3040,1,13,1260000000.0,0,93150,32.14,38.78,3.4,5,1975,4,3.3,4.25,0,1,70.92,6.699999999999999
3041,3041,1,38,244290000.0,0,361190,-42.3,10.7,3.9,6,2013,4,3.7,5.0,0,1,-31.599999999999998,7.6
3042,3042,1,13,6900000000.0,1,1730000,40.2,38.78,3.6,4,1996,0,2.95,3.95,0,1,78.98,6.550000000000001
3043,3043,1,13,205100000.0,1,25100,-0.3,-8.51,3.7,1,1889,7,3.8,4.55,0,1,-8.81,7.5
3044,3044,1,78,982130000.0,0,124300,-105.7,150.48,4.1,5,1995,4,4.1,3.9,0,1,44.77999999999999,8.2
3045,3045,1,17,657120000.0,0,491980,48.1,424.6,4.6,0,1996,4,3.3,5.0,0,1,472.70000000000005,7.8999999999999995
3046,3046,1,127,606220000.0,1,860840,296.3,38.78,3.9,4,1978,10,3.65,5.0,0,2,335.08000000000004,7.55
3047,3047,0,122,825630000.0,0,36630,150.8,289.54,4.0,5,1993,4,3.9,4.45,0,1,440.34000000000003,7.9
3048,3048,0,12,128000000000.0,0,1680000,2.9,436.6,4.0,1,1855,3,3.95,4.4,0,2,439.5,7.95
3049,3049,1,61,4910000000.0,0,1610000,760.0,15.41,3.8,1,1979,5,3.6,4.1,0,2,775.41,7.4
3050,3050,1,1,35840000000.0,1,276710,-37.0,51.64,3.5,4,2003,5,2.8,4.15,1,2,14.64,6.3
3051,3051,1,56,24070000000.0,0,3170000,289.54,290.3,4.0,2,2002,4,3.65,4.6,0,2,579.84,7.65
3052,3052,1,130,2440000000.0,1,1020000,88.4,1.59,3.5,1,1969,7,3.05,4.25,0,2,89.99000000000001,6.55
3053,3053,1,71,388300000.0,0,702320,-24.8,57.1,3.7,2,2009,4,3.55,3.95,0,1,32.3,7.25
3054,3054,1,85,535180000.0,0,167920,-31.1,39.5,3.3,4,1956,4,3.7,5.0,0,2,8.399999999999999,7.0
3055,3055,1,116,15580000000.0,0,312210,-1.2,22.27,3.3,4,1999,5,2.75,3.25,1,2,21.07,6.05
3056,3056,0,121,65150000000.0,1,1460000,46.4,352.5,4.6,4,2002,4,4.65,4.8,0,1,398.9,9.25
3057,3057,1,17,16490000000.0,0,252950,135.6,16.34,3.5,2,1976,10,3.5,3.45,0,1,151.94,7.0
3058,3058,0,89,10860000000.0,0,5640000,-49.6,297.6,4.1,4,1996,7,4.2,4.55,0,2,248.00000000000003,8.3
3059,3059,0,130,26930000000.0,1,1640000,62.0,674.2,4.0,1,1924,3,4.15,4.5,0,2,736.2,8.15
3060,3060,0,41,42630000000.0,0,1650000,-113.6,9.77,3.7,1,2007,3,3.7,4.3,1,2,-103.83,7.4
3061,3061,1,84,1630000000.0,0,14290000,-13.4,78.6,2.8,6,1971,4,1.5,2.65,0,1,65.19999999999999,4.3
3062,3062,1,11,1660000000.0,1,1740000,-352.7,27.56,3.2,2,1940,3,2.9,3.2,0,2,-325.14,6.1
3063,3063,1,122,4570000000.0,1,1000000,59.0,297.6,4.1,2,2002,4,4.15,4.55,0,1,356.6,8.25
3064,3064,0,130,1290000000.0,0,577760,4.7,150.0,3.7,1,1996,3,3.75,4.5,0,2,154.7,7.45
3065,3065,1,118,20740000000.0,0,1550000,64.5,436.6,4.4,2,1960,5,4.75,4.95,1,1,501.1,9.15
3066,3066,1,26,62040000.0,0,21140,-490.7,28.3,3.2,5,1982,10,2.45,2.6,0,1,-462.4,5.65
3067,3067,0,38,10930000000.0,0,7480000,-297.9,5.59,3.7,1,1901,3,3.55,4.5,0,2,-292.31,7.25
3068,3068,1,46,2820000000.0,0,670300,-95.6,48.68,3.5,1,1986,5,3.1,3.75,0,2,-46.919999999999995,6.6
3069,3069,1,13,70830000000.0,0,5840000,-17.1,5.46,3.8,1,2019,4,3.5,4.4,1,2,-11.64,7.3
3070,3070,1,13,5610000000.0,0,205860,3.6,38.78,3.6,5,1996,4,3.5,4.85,0,1,42.38,7.1
3071,3071,1,80,18680000000.0,0,207240,-27.6,16.75,3.9,1,1943,5,3.8,4.4,1,2,-10.850000000000001,7.699999999999999
3072,3072,1,125,465570000.0,0,137350,-128.7,0.0,3.2,2,1989,10,2.4,1.4,0,2,-128.7,5.6
3073,3073,0,89,535120000.0,1,2740000,57.1,25.44,3.5,3,1996,4,3.15,2.75,0,0,82.54,6.65
3074,3074,0,112,1560000000.0,1,570920,37.9,3.97,3.0,6,1979,10,2.05,3.9,0,2,41.87,5.05
3075,3075,1,1,1290000000.0,0,792180,-21.0,91.53,2.9,1,1993,5,2.35,1.8,0,2,70.53,5.25
3076,3076,0,20,816280000.0,1,539650,-5.4,11.88,3.0,2,1996,4,2.45,5.0,0,1,6.48,5.45
3077,3077,0,87,1310000000.0,1,167070,-54.3,1.08,3.7,4,1996,4,3.7,3.75,0,2,-53.22,7.4
3078,3078,0,87,712220000.0,1,94520,8.01,38.78,3.8,5,1996,5,4.65,4.65,0,2,46.79,8.45
3079,3079,1,17,5360000000.0,1,1430000,289.54,436.6,5.0,6,1996,4,5.0,5.0,0,1,726.1400000000001,10.0
3080,3080,1,85,376470000.0,1,1160000,-306.6,-283.3,2.7,3,1996,4,3.05,5.0,0,1,-589.9000000000001,5.75
3081,3081,1,77,6980000000.0,1,1040000,259.8,9.88,3.2,1,1968,3,2.5,2.3,0,2,269.68,5.7
3082,3082,1,65,4620000000.0,0,198510,-10.1,471.95,4.2,4,1852,7,4.5,4.9,0,2,461.84999999999997,8.7
3083,3083,0,54,196690000.0,0,187230,-16.6,0.0,3.0,0,1996,1,0.0,5.0,0,0,-16.6,3.0
3084,3084,1,78,32330000.0,0,330830,-22.4,126.5,2.5,6,1996,2,0.9,0.45,0,1,104.1,3.4
3085,3085,1,111,5850000000.0,0,638310,-63.2,8.72,2.5,1,1996,5,2.05,5.0,0,2,-54.480000000000004,4.55
3086,3086,1,126,560370000.0,0,117340,-90.3,49.23,2.7,3,1954,9,1.8,2.4,0,2,-41.07,4.5
3087,3087,1,11,2220000000.0,1,150350,23.1,12.85,3.9,1,1991,10,4.0,4.35,0,1,35.95,7.9
3088,3088,1,70,1100000000.0,1,145050,21.6,38.78,3.6,2,2012,5,3.05,3.8,0,1,60.38,6.65
3089,3089,1,91,2600000000.0,1,518360,116.7,11.0,3.0,1,2005,7,2.25,3.1,0,2,127.7,5.25
3090,3090,0,130,4030000000.0,1,60010,-460.8,465.0,4.1,1,1990,5,4.3,4.85,0,1,4.199999999999989,8.399999999999999
3091,3091,1,52,862440000.0,0,392420,-191.4,15.27,3.3,2,1973,0,2.65,3.7,0,1,-176.13,5.949999999999999
3092,3092,0,130,6220000000.0,1,380540,-49.1,475.3,4.3,6,1965,4,3.9,3.55,0,2,426.2,8.2
3093,3093,1,67,304720000.0,1,465300,-308.1,0.0,3.2,3,1996,4,2.95,5.0,0,1,-308.1,6.15
3094,3094,1,60,660540000.0,0,240610,37.6,16.76,3.4,2,1980,0,2.95,4.2,0,1,54.36,6.35
3095,3095,1,7,75300000000.0,0,6280000,-97.2,21.86,3.7,1,1976,3,3.4,4.6,1,2,-75.34,7.1
3096,3096,0,86,371000000.0,1,653760,73.4,0.0,3.7,4,1996,4,3.7,3.75,0,2,73.4,7.4
3097,3097,0,130,4090000000.0,0,863550,71.3,296.0,4.0,1,1994,3,4.0,4.15,0,2,367.3,8.0
3098,3098,1,134,6000000000.0,0,506710,-20.9,12.6,3.6,1,1899,5,3.0,3.65,0,2,-8.299999999999999,6.6
3099,3099,0,17,275190000.0,0,320090,40.9,38.78,3.0,6,1996,4,5.0,5.0,0,1,79.68,8.0
3100,3100,1,38,50770000.0,0,3880000,-214.3,-14.7,2.5,6,1996,9,1.8,3.8,0,1,-229.0,4.3
3101,3101,1,78,222980000.0,0,202440,-445.4,52.2,3.3,6,1996,4,3.05,5.0,0,1,-393.2,6.35
3102,3102,1,77,586660000.0,0,469180,85.8,34.6,3.3,3,2006,6,3.0,3.9,0,1,120.4,6.3
3103,3103,0,122,2130000000.0,0,509970,-25.5,555.45,4.1,2,2006,4,3.7,4.2,0,1,529.95,7.8
3104,3104,0,38,7630000000.0,0,25060000,32.7,79.3,3.0,2,2014,4,1.85,1.8,0,1,112.0,4.85
3105,3105,1,61,2300000000.0,1,825320,127.7,465.0,4.4,5,1993,4,4.9,4.95,0,1,592.7,9.3
3106,3106,1,7,476470000.0,0,212720,105.24,38.78,3.4,2,1982,10,2.85,4.15,0,2,144.01999999999998,6.25
3107,3107,0,10,287000000000.0,0,307810,10.4,17.33,3.9,1,1996,4,3.7,5.0,0,2,27.729999999999997,7.6
3108,3108,1,78,1740000000.0,1,416350,12.5,555.45,4.4,0,1996,11,5.0,5.0,0,1,567.95,9.4
3109,3109,1,78,777560000.0,1,561780,50.7,46.7,3.4,6,1998,2,3.3,4.4,0,1,97.4,6.699999999999999
3110,3110,1,113,3410000000.0,0,1200000,289.54,382.4,4.5,2,2007,8,4.4,4.8,0,2,671.94,8.9
